id,类别,等级,名字,描述,基础威力,经验系数,修炼效果,运功效果,威力系数,修炼需求,攻击范围,伤害范围,使用特效,内力消耗,所属势力,使用目标,攻击架势,防御架势,召唤ID,使用次数,动作,子弹,特效,使用武器,伤害顺序,角色位移,Trail,隐藏
827,内功,0,易通法,崆峒派粗浅内功心法，易于上手也易于精通，资质愚笨之人亦能快速掌握,,0.8,内功1,生命上限30;内力上限10;内功3;灵巧3;体质3;奇门威力0.03,,内功5,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
828,轻功,0,麻雀跃,麻雀般小步快速跳跃之法，能闪避一些短距离攻击,,0.8,轻功1,轻功3;灵巧3;闪避0.03;移距1,,轻功5,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
829,绝技,0,爬铁索,崆峒山地势奇绝，山道间只以铁索相连，因此崆峒派弟子入门第一课，便是练习攀爬这些铁索,,0.9,绝技1,绝技4;意志4;压制0.04,,绝技5;意志5,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
830,奇门,0,蝎尾鞭,将鞭收入手中，如同蝎尾蜷曲蓄力，而后快速甩刺的招式,11,1.1,奇门1,,灵巧2;奇门1;内力0.1,奇门10;灵巧5,"3,1,2","0,0,0",流血0.06,5,15,0,足18,足7,,,skill4_3,,圆斩血-Target-Grid-Happen,鞭,Same,FALSE,0,0
831,奇门,0,扫拂尘,崆峒派入门软兵，威力较弱，但能迷封他人眼目，扰乱来袭攻势,9,0.9,奇门1,,意志2;奇门2;内力0.1,奇门5,"4,0,0","5,1,2",目盲0.04,3,15,0,头17,头9,,,skill4_5,,乱刃-Target-Grid-Happen;烟雾-Target-Grid-Happen,鞭,Same,FALSE,0,0
832,长兵,0,铁脊矛突,西凉兵士所修习的铁矛突刺之法，招式简单但威力较大,13,0.9,长兵1,,体质1;长兵2,体质5,"0,1,1","0,0,0",压制0.02,7,15,0,心15,心8,,,skill3_0,,风刺-Target-Grid-Happen,长兵,Same,FALSE,0,0
833,内功,1,子午流注功,根据一天十二时辰的不同身体节律，即时调整经脉运行方式的道家养生功法,,1,内功1;体质1,生命上限60;内力上限20;内功6;体质6;疗伤0.04;奇门威力0.02,,内功10;体质15,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
834,轻功,1,鹰翼功,双臂展开如同鹰翼保持平衡，于山崖之间跳跃滑行之轻功,,0.9,轻功1;灵巧1,轻功6;灵巧6;反击0.06,,轻功10;灵巧10,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
835,绝技,1,磐石劲,将下盘以磐石之劲道扎根地面的硬功绝技，可增强身体平衡和腿脚抗击打能力,,0.9,绝技1;意志1,绝技4;意志4;体质4;重碾0.03;奇门威力0.03,,绝技15;意志5,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
836,奇门,1,五鬼追魂鞭,凶狠诡谲之鞭法，形同五鬼缠绕敌身，不断撕扯其皮肉，逃避不掉亦甩脱不开,12,1.1,奇门1;灵巧1,,灵巧2;奇门2;内力0.2,奇门15;灵巧15,"3,1,1","7,0,0",流血0.04;定身0.04,10,15,0,心17,心11,,,skill4_4,,乱斩-Target-Grid-Happen,鞭,Same,FALSE,0,0
837,奇门,1,龙凤双钩,以一双铁钩使出的奇门招法，左右开弓，龙飞凤舞，一旦武器或肢体被其钩住便再难挣脱,13,1.1,奇门1;意志1,,意志1;奇门2;内力0.1,奇门20;意志10,"0,1,1","3,0,1",拉近2;迟缓0.02,12,15,0,腹18,腹10,,,skill4_1,,蟠龙-Target-Grid-Happen,对刺,Same,FALSE,0,0
838,长兵,1,搬山铁耙功,铁耙本是常见松土之农具，挥舞起来却也是虎虎生风，威力惊人,14,0.9,长兵1;体质1,,体质3;长兵1,长兵10;体质15,"4,0,0","4,2,2",压制0.04,11,15,0,足14,足12,,,skill3_1,,地面打击3-Target-Grid-Happen,长兵,Same,FALSE,0,0
839,内功,2,奇门五转,崆峒派以奇门功夫闻名天下，此心法是专为此所创，其真气灵活多变，诡谲难测，配合各式奇门武功皆有妙效,,1.1,内功2;体质1,生命上限90;内力上限30;内功8;体质8;奇门8;奇门威力0.08,,内功20;体质15;奇门30,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
840,轻功,2,大鹏展翅,模仿山间大鹏将双臂大开，可在空中长时间滑翔的轻功法门，崆峒派弟子时常需用此身法在山头间快速移动,,1,轻功2;灵巧1,轻功9;灵巧9;压制0.04;反击0.04,,轻功25;灵巧25,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
841,绝技,2,花架门,针对出手架势的修炼法门，花哨繁复，奇崛多变，看上去颇具表演性质，其后手反击招式也令敌人难以预料,,1,绝技2;意志1,绝技8;意志8;反击0.08;奇门威力0.04,,绝技30;意志20,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
842,奇门,2,金鳞巨蟒鞭,使长鞭如巨蟒游移回转，不知不觉间鞭势缠绕敌人周身，一旦全力收紧，便可令被缚者周身骨骼尽碎,15,1,奇门2;灵巧1,,灵巧2;奇门3;内力0.1,奇门30;灵巧20,"3,1,2","2,0,1",定身0.04;腿足点穴0.04,14,15,0,足7;手12,足4;手8,,,skill4_4,,腾龙-Target-Grid-Happen,鞭,Same,FALSE,0,0
843,奇门,2,翻天印,印章形状的铁制兵刃，挥舞起来势大力沉，专攻头部，对敌时稍有不慎便会落得个脑浆迸裂的下场,16,1,奇门1;意志2,,意志3;奇门2;内力0.2,奇门25;意志25,"0,1,1","7,0,0",头颈点穴0.04;脆弱0.04,17,15,0,头21,头9,,,skill4_1,,地面打击4-Target-Grid-Happen,,Same,FALSE,0,0
844,长兵,2,贯甲破盾矛,将全身力量击中于矛尖，一击而出，威势惊人，便是坚盾重甲也能轻易贯穿,17,1.1,长兵2;体质1,,体质2;长兵3,长兵25;体质30,"4,0,0","4,1,2",破甲0.04;穿甲0.04,18,15,0,胸14;腹6,胸6;腹2,,,skill3_0,,风刺-Target-Grid-Happen,长兵,Distance,FALSE,0,0
845,内功,3,上清气功,息心静虑，蓄精养神，然后调动五脏真气导入丹田的道家上乘心法，可辟谷轻身，却老延年，大增练习者功力,,1,内功潜力1;内功1;体质1,生命上限110;内力上限50;内功12;体质12;疗伤0.05;斗转0.05,,内功45;体质30,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
846,轻功,3,倒踩三叠云,在下盘蓄有奇力的跳跃功法，运用者即便置身空中，无依无凭之时，仍可以发力转向三次，故而闻名,,1.1,轻功潜力1;轻功1;灵巧1,轻功12;灵巧12;反击0.05;奇门威力0.05,,轻功45;灵巧35,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
847,绝技,3,龟藏豹隐,崆峒派独门藏锋蓄力之法，将全身力道汇聚于核心一点，择合适时机瞬间爆发，往往能起到一击制敌的奇效,,1.1,绝技潜力1;绝技1;意志1,绝技12;意志10;重碾0.04;不屈0.04;奇门威力0.04,,绝技50;意志30,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
848,奇门,3,鬼打狂鞭,此鞭法看似狂舞乱挥，不成章法，却能在周身形成密不透风的鞭网，贸然近身者会立刻遭受狂风骤雨般的攻击,18,1.1,灵巧潜力1;奇门1;灵巧1,,灵巧4;奇门2;内力0.1,奇门50;灵巧30,"1,1,1","1,0,1",阻滞0.05;伤筋0.05;疯魔0.05,19,15,0,手10;心10,手8;心6,,,skill4_5,,墨卷-Target-Grid-Happen;墨烟-Target-Grid-Happen,鞭,Same,FALSE,0,0
849,奇门,3,太统法铃,道家法器，本作驱鬼辟邪之用，对敌时可格架攻击，或用摧耳铃音扰乱周边敌人心智,10,1,奇门潜力1;奇门1;意志1,,意志2;奇门4;内力0.2,奇门45;意志35,"0,1,3","7,0,0",混乱0.1;定身0.1,16,15,0,头9;心17,头2;心6,,,skill4_8,,狮吼-Target-Grid-Happen,琴,Same,FALSE,0,0
850,长兵,3,北风百裂矛,以狂猛之劲道，向前快速多次突刺的使矛之法，体质强壮之人甚至可连刺百下，纵使铜墙铁壁也为之洞穿,19,1,长兵潜力1;长兵1;体质1,,体质3;长兵3,长兵40;体质35,"4,0,0","4,1,3",破甲0.05;脆弱0.05,21,15,0,胸13;腹8,胸6;腹7,,,skill3_0,,火柱-Target-Grid-Happen;蝴蝶斩-Target-Grid-Happen,长兵,Same,FALSE,0,0
851,内功,4,离合神功,崆峒派绝学，将阴阳两股内息彻底分离，再行融合，离合间可产生强悍的真气，偏折来袭攻势，裂石开山，无坚不摧,,1.1,内功潜力2;内功1;体质1,生命上限110;内力上限90;内功15;体质15;斗转0.04;不屈0.04;调息0.04,,内功60;体质50,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
852,轻功,4,七雁落长空,崆峒派轻功绝学，可凌空虚渡，踏雁而行，崆峒祖师更是曾足踏七雁，在各山峰间穿行如履平地，世人见之无不叹服,,1.1,轻功潜力2;轻功1;灵巧1,轻功15;灵巧15;重碾0.06;奇门威力0.06,,轻功55;灵巧55,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
853,绝技,4,回音搜魂术,传说乃目盲高人所创，以内力催发极为尖细之声响，再根据声响反射进行定位的神奇绝技，能令周遭敌人无所遁形,,1.2,绝技潜力2;绝技1;意志1,绝技15;意志15;鹰眼0.04;负面加成0.04;奇门威力0.06,,绝技65;意志45,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
854,奇门,4,生死一线鞭,将鞭收于脑后引而不发，全神贯注，将生死悬于身后一线之超绝鞭法，此鞭挥出力道时机方位均是精妙非凡，可谓高下立判，胜负立分,22,1,奇门潜力2;奇门1;灵巧1,,灵巧3;奇门4;内力0.1,奇门60;灵巧45,"2,1,2","0,0,1",重碾0.1;蓄力0.04,24,15,0,手8;足16,手4;足8,,,skill4_4,,血雾-Target-Grid-Start;血斩-Target-Grid-Happen,鞭,Same,FALSE,0,0
855,奇门,4,乾坤日月圈,崆峒奇门高手所使的圆环形兵刃，可持于手中挥砍格挡，也可掷于空中回环飞舞，招式纷繁复杂变化无穷，功浅者使用反而容易划伤自己,21,1,意志潜力2;奇门1;意志1,,意志4;奇门3;内力0.2,奇门55;意志50,"1,2,2","1,1,1",定神0.06;流血0.06,25,15,0,心12;足11,心7;足7,,,skill4_2,,圆斩-Target-Grid-Happen;八卦光-Target-Grid-Happen,轮,Same,FALSE,0,0
856,长兵,4,玉石俱焚矛,西凉死士所创，但求同归于尽的悲壮招式，虽毫无防御且不留后手，其一往无前之势却能摧毁敌人意志，颇有置之死地而后生之意,23,0.9,长兵潜力2;长兵1;体质1,,体质3;长兵4,长兵50;体质50,"4,0,0","4,2,4",死战0.05;不屈0.05;不愈0.05,27,15,0,胸16;腹9,胸6;腹4,,,skill3_0,,血爪狂-Target-Grid-Happen;喷血迹-Target-Grid-Happen,长兵,Same,FALSE,0,0
857,绝技,5,斗转星移,令经脉穴位皆偏移逆转的崆峒奇功，修习后周身力道反转，出招方式与内息运行皆异于常人，更能借此反转之力将来袭刀剑偏移方向，甚至反伤敌身,,1.2,意志潜力2;灵巧潜力1;体质潜力1,绝技12;意志12;体质12;斗转0.1;反伤吸内0.1;负面抗性0.05,,意志65;灵巧65;体质65,,,,0,15,0,,,,,,,,,Same,FALSE,0,0
858,内功,0,非攻法,神机门传承自墨家，讲求止战止杀，修身养性的入门心法,,0.9,内功1,生命上限20;内力上限20;内功4;意志4;失衡0.02;机关耐久0.04,,内功5,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
859,轻功,0,迷踪步,每踏一步之前均需细细思量之步法，迟疑万分，意向难测,,1.1,轻功1,灵巧4;智力4;迟缓0.04,,灵巧5;智力5,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
860,绝技,0,口算功,神机门数术之法，于口中念念有词进行计算，可锻炼心智,,1.1,智力1,绝技2;智力6;弱点0.02;机关伤害0.04,,智力10,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
861,奇门,0,木流马,木制机关马，头部装有尖刺，可快速冲撞敌人，力道颇猛,,1.2,奇门1,,,奇门5;智力10,"0,1,1","0,0,0",,7,16,4,,,1,1,craft,,组装-Target-Grid-Start;烟雾-Target-Grid-Happen,,Same,FALSE,0,0
862,奇门,0,机簧斧,柄上装有机关的铁斧，斧柄可伸缩，斧刃也可快速弹出，攻敌不备,11,1.1,奇门1,,意志2;奇门1;内力0.05,奇门10;意志5,"1,1,1","0,0,0",失衡0.04,6,16,0,手16,手9,,,skill4_2,,乱斩-Target-Grid-Happen,刀,Same,FALSE,0,0
863,射术,0,飞蝗箭,装有大量小箭的机关筒，一旦触发便如飞蝗激射而出，难以闪避,9,0.9,射术1,,灵巧1;射术2;内力0.1,射术5,"0,2,3","0,0,0",裂膝0.04,4,16,0,足19,足4,,,skill5_2,0-----0.7,旋叶-Target-Grid-Happen,弓,Same,FALSE,0,0
864,内功,1,明鬼诀,明辨义理，卜算鬼神，并以此指导自身修行的墨家基础法门,,0.9,内功1;意志1,生命上限40;内力上限40;内功6;意志6;失衡0.03;机关耐久0.06,,内功10;意志15,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
865,轻功,1,坐五车,每一步皆应和着五车星象方位的奇门步法，轻巧快速且蕴含智慧,,1.1,轻功1;灵巧1,轻功4;灵巧4;智力4;急速0.04;机关速度0.04,,轻功15;灵巧10,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
866,绝技,1,相星术,夜观天象，并根据星宿运转卜算吉凶，预测世事之法,,1.1,绝技1;智力1,绝技4;智力8;弱点0.03;脆弱0.03,,绝技15;智力15,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
867,奇门,1,青铜奔牛,青铜制机关牛，牛角弯曲尖锐，其冲锋时如野牛奔突，威力惊人，势不可挡,,1.2,奇门1;智力1,,,奇门15;智力15,"0,1,1","0,0,0",,12,16,4,,,2,1,craft,,组装-Target-Grid-Start;烟雾-Target-Grid-Happen,,Same,FALSE,0,0
868,奇门,1,机关伞,以机关控制开合的镔铁伞，关合时可挥舞突刺，撑开时可阻挡攻击，堪称神机门技巧器械的代表之作,10,0.9,奇门1;意志1,,意志2;奇门3;内力0.1,奇门10;灵巧10,"1,1,1","7,0,0",失衡0.06,9,16,0,手12,手16,,,skill4_2,,墨旋-Target-Grid-Happen,扇,Same,FALSE,0,0
869,射术,1,连珠箭,军队所用，可连续发射箭矢的机关弩，经神机门改进，威力和精准度都有较大提升,12,0.8,射术1;灵巧1,,灵巧2;射术2;内力0.1,射术10;灵巧15,"0,2,4","0,0,0",裂膝0.06,8,16,0,足18,足7,,,skill5_2,0-----0.8,箭雨-Target-Grid-Start,弓,Same,FALSE,0,0
870,内功,2,天志术,试图以奇门数术之法，解释上天意志的墨家法门，若以此法掌控内力运行，统领周身经脉，修为便能获得精进,,1.1,内功2;意志1,生命上限60;内力上限60;内功9;意志9;失衡0.04;机关耐久0.08,,内功25;意志30,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
871,轻功,2,八阵图步,自孔明八阵图中演化而来的步法，需结合兵法和周易之理，决定下一步行走方位，若一步算错则步步皆错,,1.1,轻功2;智力1,轻功9;智力9;急速0.04;迟缓0.04,,轻功30;智力25,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
872,绝技,2,举手摘星式,专门锻炼手指臂膀的灵巧功夫，乃神机门正式弟子必修科目，若修习不精，打造机关时难免错漏百出,,1,绝技2;灵巧1,绝技9;灵巧9;弱点0.04;机关伤害0.08,,绝技30;灵巧20,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
873,奇门,2,玉石麒麟,以玉石装饰的铜制麒麟，奔跑纵跃颇为华丽好看，绕敌人移动时口中会不时喷出箭矢暗器，令人防不胜防,,1.1,奇门2;意志1,,,奇门30;智力30,"0,1,1","0,0,0",,16,16,4,,,3,1,craft,,组装-Target-Grid-Start;烟雾-Target-Grid-Happen,,Same,FALSE,0,0
874,奇门,2,六转孔明锁,传说是孔明所发明的机关锁，经神机门改造后，可钳制并锁住敌人的兵刃或四肢，只有智慧超群之人才能破解,13,1.2,奇门1;智力2,,智力5;奇门2,奇门25;智力20,"3,1,1","0,0,1",手臂点穴0.1;迟缓0.04,13,16,0,手19,手12,,,skill4_2,,锁链-Target-Grid-Happen,扇,Same,FALSE,0,0
875,射术,2,神机箭,将尾部绑有火药的箭支装入竹筒，以引线相连而成的机关装置，可瞬间发射大量火箭，一时间火光冲天，声势惊人,16,0.9,射术2;灵巧1,,灵巧2;射术3;内力0.1,射术25;灵巧20,"0,5,6","0,0,0",裂膝0.08,14,16,0,头10;足16,头2;足4,,,skill5_2,0-----0.9,火焰-Target-Grid-Happen,弓,Same,FALSE,0,0
876,内功,3,本经阴符七术,鬼谷子所传养精蓄锐，克己藏锋之术，其中七法皆仿效不同灵兽形态，可令修习者心神合一，物我两忘，脏腑清明，经脉通畅,,1.1,内功潜力1;内功1;意志1,生命上限80;内力上限80;内功12;意志12;定神0.04;失衡0.04;机关耐久0.04,,内功45;意志40,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
877,轻功,3,云龙九现,以变幻莫测闻名的轻功，游走转向极为迅速，瞬息之间便可更换九个方位，如云中之龙见首不见尾,,1,轻功潜力1;轻功1;灵巧1,轻功12;灵巧12;急速0.04;失衡0.04;移距1,,轻功40;灵巧35,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
878,绝技,3,指算玄通,通过掐指之法辅助占卜吉凶或推算干支的玄妙法门，智慧超群且通晓周易之理者方能完全掌握,,1.2,绝技潜力1;绝技1;智力1,绝技12;智力12;弱点0.04;醒脑0.04;机关速度0.04,,绝技35;智力50,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
879,奇门,3,燎原朱雀,镔铁打造的朱雀形机关兽，展翅腾飞时，其下方数个机关口可喷射火油，因而其所过之处无不烈焰冲天，火海燎原,,1.2,奇门潜力1;奇门1;意志1,,,奇门40;智力45,"0,1,1","0,0,0",,20,16,4,,,4,1,craft,,组装-Target-Grid-Start;烟雾-Target-Grid-Happen,,Same,FALSE,0,0
880,奇门,3,遮天假手,一支极为精巧的机关假手，可藏于袖袍之中，其手中握有兵刀，挥砍突刺与真手相差无几，猝然伸出攻敌，常人难以防备,17,1.2,智力潜力1;奇门1;智力1,,智力4;奇门3;内力0.1,奇门35;智力40,"0,1,3","0,0,1",头颈点穴0.04;失衡0.06;拉近2,18,16,0,手16;头6,手10;头2,,,skill4_2,,残影-Target-Grid-Happen;快刃-Target-Grid-Happen,,Same,FALSE,0,0
881,射术,3,五子追心箭,连发五箭之机关筒，此五箭近乎首尾相连，射速极快，射程极远且不失准度，是神机门箭矢器械的代表之作,18,1,射术潜力1;射术1;灵巧1,,灵巧3;射术3;内力0.1,射术35;灵巧40,"0,3,5","0,0,0",裂膝0.1,17,16,0,足18;腹4,足7;腹5,,,skill5_2,0-----1,爆血-Target-Grid-Happen,弓,Same,FALSE,0,0
882,内功,4,河图洛书,根据上古流传之河图洛书所创功法，博采阴阳五行，星象术数之长，若能参悟此功法，便可一通百通，获得超绝之功力与智慧,,1.2,内功潜力2;内功1;智力1,生命上限100;内力上限100;内功10;智力10;意志10;弱点0.06;失衡0.06;机关耐久0.08,,内功60;智力55;意志45,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
883,绝技,4,千机万巧,公输班所创，同时凝结了神机门历代高人无数智慧心血，机关术之核心法门，只有长老以上地位者方能一睹其全貌,,1.1,灵巧潜力1;智力潜力1;绝技1;灵巧1,绝技10;灵巧10;智力10;脆弱0.04;舒筋0.04;机关伤害0.06;机关速度0.06,,绝技50;灵巧50;智力50,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
884,奇门,4,地动青龙,多名顶尖工匠耗时数年方能打造而成的龙形机关兽，此物一出，地动山摇，群邪辟易，妖魔俯首，已得真龙三分之威矣,,1.2,奇门潜力2;奇门1;意志1,,,奇门60;智力55;意志50,"0,1,1","0,0,0",,25,16,4,,,5,1,craft,,组装-Target-Grid-Start;烟雾-Target-Grid-Happen,,Same,FALSE,0,0
885,奇门,4,傀儡牵丝术,需亲手打造，与自身身形相仿的人形傀儡，可在丝线牵引下做出各种诡异惊人的攻防姿势，常人见之如见妖法一般,20,1.1,智力潜力2;奇门1;智力1,,智力4;奇门4;内力0.1,奇门65;智力50,"0,1,2","7,0,0",笨拙0.06;失衡0.06,23,16,0,足10;手14,足6;手8,,,skill4_2,,残影-Target-Grid-Start;极速剑影-Target-Grid-Happen,,Same,FALSE,0,0
886,射术,4,元戎弩箭,相传乃孔明所创巨型连发弩，现已失传。此为神机门尚在试验中的复刻品，其威力已是惊人，破砖石之墙如摧枯拉朽尔,23,0.9,射术潜力2;射术1;灵巧1,,灵巧4;射术3;内力0.1,射术50;灵巧50,"0,4,6","0,0,0",裂膝0.12,21,16,0,胸15;腹15,胸2;腹2,,,skill5_2,0-----1.1,爆炸箭-Target-Grid-Start,弓,Same,FALSE,0,0
887,轻功,5,武库战车,为行动不便之人特制的战车，其轮轴可高速进退平移，且装备刀枪剑盾等多种攻防兵刃，堪称神机门机巧器械之至高杰作,,1,智力潜力1;灵巧潜力2;智力1;灵巧1,灵巧10;智力10;意志12;弱点0.05;破招0.05;拆招0.05;机关速度0.1,,轻功60;灵巧70;智力65,,,,0,16,0,,,,,,,,,Same,FALSE,0,0
888,奇门,5,公输遗匣,传说乃公输班遗作，匣中装有零件机巧万千，针对对敌之人所使武功兵刃进行临时组装，号称可破尽天下兵器,,1.3,奇门潜力2;智力潜力1;意志潜力1,,,奇门65;智力80;意志55,"0,1,1","0,0,0",,32,16,4,,,8,1,craft,,组装-Target-Grid-Start;爆炸火-Target-Grid-Happen,,Same,FALSE,0,0
889,内功,0,雷火功,霹雳堂入门心法，能将体内真气温度提高，并如火药般爆发,,1,内功1,生命上限10;内力上限10;内功4;智力4;锻造4;灼烧0.04,,内功5;锻造5,,,,0,17,0,,,,,,,,,Same,FALSE,0,0
890,轻功,0,疾电步,疾如闪电之跑动步法，可快速远离或靠近敌人,,0.9,轻功1,轻功4;灵巧4;雷电0.02;移距1,,轻功5,,,,0,17,0,,,,,,,,,Same,FALSE,0,0
891,绝技,0,铁手腕,霹雳堂多使爆炸暗器，若此法修习不精，很容易因投掷距离不够而炸伤自己,,1,绝技1,绝技4;意志4;伤害0.04,,绝技10,,,,0,17,0,,,,,,,,,Same,FALSE,0,0
892,射术,0,铄心弹,装有火药和发烟物的球形暗器，掷出后会引起小幅爆炸，并产生大量烟雾迷惑敌人,8,0.9,射术1,,智力2;射术1;锻造1,锻造10,"0,2,3","0,0,1",目盲0.04,2,17,0,头18,头6,,,skill5_0,15-----0.8,血雾-Target-Grid-Happen,,Distance,FALSE,0,0
893,射术,0,火蒺藜,军中对付骑兵所用，内部装有火药的铁蒺藜，引爆后可伤敌腿脚,10,0.8,射术1,,灵巧1;射术2;内力0.1,射术5,"0,1,3","0,0,0",裂膝0.04,3,17,0,足19,足4,,,skill5_1,1-----0.9,喷火-Target-Grid-Happen,,Same,FALSE,0,0
